GENERATION,GENERATION_STATUS,SHEET_YEAR,COLUMN_INDEX,COLUMN_LETTER,GROUP_HEADER,SOURCE_HEADER,COMPONENT_GROUP,COMPONENT_NAME,MEASURE_BASIS,CANONICAL_FIELD,PERIOD_TYPE,PERIOD_KEY,CURRENCY_SCOPE,NEEDS_REVIEW,REVIEW_REASON,RESOLUTION_NOTE
2024-91col,SUPPORTED,2024,38,AM,QIMA 2024 Monthly Total Salary cost (USD)--not included any bonus or commission,2024-08-01T00:00:00,SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2024-08,USD,FALSE,,
2024-91col,SUPPORTED,2024,39,AN,QIMA 2024 Monthly Total Salary cost (USD)--not included any bonus or commission,2024-09-01T00:00:00,SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2024-09,USD,FALSE,,
2024-91col,SUPPORTED,2024,40,AO,QIMA 2024 Monthly Total Salary cost (USD)--not included any bonus or commission,2024-10-01T00:00:00,SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2024-10,USD,FALSE,,
2024-91col,SUPPORTED,2024,41,AP,QIMA 2024 Monthly Total Salary cost (USD)--not included any bonus or commission,2024-11-01T00:00:00,SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2024-11,USD,FALSE,,
2024-91col,SUPPORTED,2024,42,AQ,QIMA 2024 Monthly Total Salary cost (USD)--not included any bonus or commission,2024-12-01T00:00:00,SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2024-12,USD,FALSE,,
2024-91col,SUPPORTED,2024,43,AR,Year-end bonus (paid in each Feb),Eligible for Year-end bonus ,BONUS,YEAR_END,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,44,AS,Year-end bonus (paid in each Feb),Max Year-end bonus amount in 2024 (USD),BONUS,YEAR_END,RATE,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,45,AT,Year-end bonus (paid in each Feb),Actual amount Paid in Feb 2024(USD),BONUS,YEAR_END,PAYMENT,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,46,AU,Half-year bonus (paid in each Sep ),Eligible for Half-year bonus ,BONUS,HALF_YEAR,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,47,AV,Half-year bonus (paid in each Sep ),Max Half-year bonus amount in 2024,BONUS,HALF_YEAR,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,48,AW,Half-year bonus (paid in each Sep ),Actual amount Paid in Sep 2023/ SBE paid in July (USD),BONUS,HALF_YEAR,PAYMENT,,FY,2023,USD,FALSE,,
2024-91col,SUPPORTED,2024,49,AX,13th Month slary-Cebu/SBE MX bonus   (paid in each Dec),Eligible 13th Month salary/ SBE MX Retation bonus,BONUS,THIRTEENTH_MONTH,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,50,AY,13th Month slary-Cebu/SBE MX bonus   (paid in each Dec),Max 13th Month salary/ SBE MX Retation bonus in 2024,BONUS,THIRTEENTH_MONTH,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,51,AZ,13th Month slary-Cebu/SBE MX bonus   (paid in each Dec),Currency,BONUS,THIRTEENTH_MONTH,CURRENCY,,,,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,52,BA,13th Month slary-Cebu/SBE MX bonus   (paid in each Dec),Max  amount in 2024 (USD),BONUS,THIRTEENTH_MONTH,RATE,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,53,BB,13th Month slary-Cebu/SBE MX bonus   (paid in each Dec),Actual Paid amount in Dec 2024(USD),BONUS,THIRTEENTH_MONTH,PAYMENT,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,54,BC,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Eligible Aguinaldo bonus,BONUS,AGUINALDO,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,55,BD,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Max Aguinaldo in 2024,BONUS,AGUINALDO,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,56,BE,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Currency,BONUS,AGUINALDO,CURRENCY,,,,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,57,BF,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Max  amount in 2024 (USD),BONUS,AGUINALDO,RATE,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,58,BG,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Actual Paid amount in Dec 2023(USD),BONUS,AGUINALDO,PAYMENT,,FY,2023,USD,FALSE,,
2024-91col,SUPPORTED,2024,59,BH,Christmas Bonus (Paid in each Dec),Eligible for Christmas Bonus,BONUS,CHRISTMAS,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,60,BI,Christmas Bonus (Paid in each Dec),Max Christmas Bonus in 2024,BONUS,CHRISTMAS,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,61,BJ,Christmas Bonus (Paid in each Dec),Currency,BONUS,CHRISTMAS,CURRENCY,,,,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,62,BK,Christmas Bonus (Paid in each Dec),Max Christmas Bonus in 2024 (USD),BONUS,CHRISTMAS,RATE,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,63,BL,Christmas Bonus (Paid in each Dec),Actual Paid amount (Local currency),BONUS,CHRISTMAS,PAYMENT,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,64,BM,"Holiday Bonus ( France in July, NYCE in March)",Eligible for Holiday Bonus,BONUS,HOLIDAY,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,65,BN,"Holiday Bonus ( France in July, NYCE in March)",Max Holiday Bonus amount in 2024,BONUS,HOLIDAY,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,66,BO,"Holiday Bonus ( France in July, NYCE in March)",Currency,BONUS,HOLIDAY,CURRENCY,,,,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,67,BP,"Holiday Bonus ( France in July, NYCE in March)",Max Holiday Bonus amount in 2024 (USD),BONUS,HOLIDAY,RATE,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,68,BQ,"Holiday Bonus ( France in July, NYCE in March)",Actual Paid amount  (Local currency),BONUS,HOLIDAY,PAYMENT,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,69,BR,"Holiday Bonus ( France in July, NYCE in March)",Actual Paid amount  (USD),BONUS,HOLIDAY,PAYMENT,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,70,BS,Profit sharing-NYCE (Paid in each April),Eligible for Holiday Bonus,BONUS,PROFIT_SHARING,ELIGIBILITY,,,,NA,FALSE,,RESOLVED (band wins: stale header text copy-pasted from the Holiday block)
2024-91col,SUPPORTED,2024,71,BT,Profit sharing-NYCE (Paid in each April),Max Profit Sharing amount in 2024,BONUS,PROFIT_SHARING,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,72,BU,Profit sharing-NYCE (Paid in each April),Currency,BONUS,PROFIT_SHARING,CURRENCY,,,,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,73,BV,Profit sharing-NYCE (Paid in each April),Max Profit Sharing amount in 2024 (USD),BONUS,PROFIT_SHARING,RATE,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,74,BW,Profit sharing-NYCE (Paid in each April),Actual Paid amount  (Local currency),BONUS,PROFIT_SHARING,PAYMENT,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,75,BX,CCLAB Bonus (paid in Jan),Eligible for CCLAB Bonus in 2024  (Yes / No),BONUS,CCLAB,ELIGIBILITY,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,76,BY,CCLAB Bonus (paid in Jan),MaxCCLAB Bonus amount paid in 2024 (Local currency),BONUS,CCLAB,RATE,,FY,2024,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,77,BZ,CCLAB Bonus (paid in Jan),Local Currency,BONUS,CCLAB,CURRENCY,,,,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,78,CA,CCLAB Bonus (paid in Jan),Actual Bonus amount paid in 2024 (USD),BONUS,CCLAB,PAYMENT,,FY,2024,USD,FALSE,,
2024-91col,SUPPORTED,2024,79,CB,Auditor Bonus (Paid Quarterly),Actual Payout in Q1,BONUS,AUDITOR,PAYMENT,,QUARTER,2024-Q1,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,80,CC,Auditor Bonus (Paid Quarterly),Actual Payout in Q2,BONUS,AUDITOR,PAYMENT,,QUARTER,2024-Q2,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,81,CD,Auditor Bonus (Paid Quarterly),Actual Payout in Q3,BONUS,AUDITOR,PAYMENT,,QUARTER,2024-Q3,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,82,CE,Auditor Bonus (Paid Quarterly),Actual Payout in Q4,BONUS,AUDITOR,PAYMENT,,QUARTER,2024-Q4,LOCAL,FALSE,,
2024-91col,SUPPORTED,2024,83,CF,Commission / Quarterly bonus 2024 (USD),Actual Payout in Q1,COMMISSION,COMMISSION,PAYMENT,,QUARTER,2024-Q1,USD,FALSE,,
2024-91col,SUPPORTED,2024,84,CG,Commission / Quarterly bonus 2024 (USD),Actual Payout in Q2,COMMISSION,COMMISSION,PAYMENT,,QUARTER,2024-Q2,USD,FALSE,,
2024-91col,SUPPORTED,2024,85,CH,Commission / Quarterly bonus 2024 (USD),Actual Payout in Q3,COMMISSION,COMMISSION,PAYMENT,,QUARTER,2024-Q3,USD,FALSE,,
2024-91col,SUPPORTED,2024,86,CI,Commission / Quarterly bonus 2024 (USD),Actual Payout in Q4,COMMISSION,COMMISSION,PAYMENT,,QUARTER,2024-Q4,USD,FALSE,,
2024-91col,SUPPORTED,2024,87,CJ,Other,Remark,OTHER,REMARK,ATTRIBUTE,,,,NA,FALSE,,
2024-91col,SUPPORTED,2024,88,CK,Other,,OTHER,REMARK,ATTRIBUTE,,,,NA,TRUE,header is blank in the source template,
2024-91col,SUPPORTED,2024,89,CL,Other,,OTHER,REMARK,ATTRIBUTE,,,,NA,TRUE,header is blank in the source template,
2024-91col,SUPPORTED,2024,90,CM,Other,,OTHER,REMARK,ATTRIBUTE,,,,NA,TRUE,header is blank in the source template,
2025-91col,SUPPORTED,2025,0,A,Employee basic data,No,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,ROW_NUMBER,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,1,B,Employee basic data,Employee SAP ID,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,EMPLOYEE_SAP_ID,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,2,C,Employee basic data,SAP Staff Name,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,EMPLOYEE_NAME,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,3,D,Employee basic data,Join Date,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,JOIN_DATE,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,4,E,Employee basic data,Leave Date,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,LEAVE_DATE,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,5,F,Employee basic data,Division,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,DIVISION,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,6,G,Employee basic data,Business Unit,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,BUSINESS_UNIT,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,7,H,Employee basic data,Subsidiary,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,SUBSIDIARY,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,8,I,Employee basic data,Department,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,DEPARTMENT,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,9,J,Employee basic data,Sub-Department,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,SUB_DEPARTMENT,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,10,K,Employee basic data,Position,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,POSITION,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,11,L,Employee basic data,Team,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,TEAM,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,12,M,Employee basic data,Office,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,OFFICE,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,13,N,Employee basic data,Contract,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,CONTRACT_TYPE,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,14,O,Employee basic data,Country of Residence,EMPLOYEE,EMPLOYEE_ATTR,ATTRIBUTE,COUNTRY,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,15,P,Salary detail,Current Monthly basic Salary Package (Local currency),SALARY,MONTHLY_GROSS_SALARY,RATE,MONTHLY_GROSS_SALARY,,,LOCAL,FALSE,,"Split from CONTRACT_SALARY: four separate contractual columns shared one component name, colliding on the fact grain. TOTAL_MONTHLY_SALARY_COST is the sum of the other three, so summing them double-counted."
2025-91col,SUPPORTED,2025,16,Q,Salary detail,Monthly Allowance / KPI Bonus Entitled / 2nd part of salary / Extra,SALARY,MONTHLY_ALLOWANCE,RATE,MONTHLY_ALLOWANCE,,,LOCAL,FALSE,,"Split from CONTRACT_SALARY: four separate contractual columns shared one component name, colliding on the fact grain. TOTAL_MONTHLY_SALARY_COST is the sum of the other three, so summing them double-counted."
2025-91col,SUPPORTED,2025,17,R,Salary detail,"QIMA Social Charges (MPF / provident fund, housing fund,etc.)",SALARY,EMPLOYER_SOCIAL_CHARGES,RATE,EMPLOYER_SOCIAL_CHARGES,,,LOCAL,FALSE,,"Split from CONTRACT_SALARY: four separate contractual columns shared one component name, colliding on the fact grain. TOTAL_MONTHLY_SALARY_COST is the sum of the other three, so summing them double-counted."
2025-91col,SUPPORTED,2025,18,S,Salary detail,Current Total Monthly Salary cost (Local currency),SALARY,TOTAL_MONTHLY_SALARY_COST,RATE,TOTAL_MONTHLY_SALARY_COST,,,LOCAL,FALSE,,"Split from CONTRACT_SALARY: four separate contractual columns shared one component name, colliding on the fact grain. TOTAL_MONTHLY_SALARY_COST is the sum of the other three, so summing them double-counted."
2025-91col,SUPPORTED,2025,19,T,Salary detail,Local Currency,SALARY,CONTRACT_SALARY,CURRENCY,CONTRACT_CURRENCY,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,20,U,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Jan-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-01,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,21,V,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Feb-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-02,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,22,W,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Mar-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-03,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,23,X,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Apr-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-04,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,24,Y,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,May-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-05,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,25,Z,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Jun-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-06,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,26,AA,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Jul-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-07,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,27,AB,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Aug-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-08,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,28,AC,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Sep-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-09,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,29,AD,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Oct-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-10,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,30,AE,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Nov-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-11,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,31,AF,QIMA 2025 Monthly Total Salary cost (local Currency)--not included any bonus or commission,Dec-2025 (LC),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-12,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,32,AG,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Jan-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-01,USD,FALSE,,
2025-91col,SUPPORTED,2025,33,AH,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Feb-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-02,USD,FALSE,,
2025-91col,SUPPORTED,2025,34,AI,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Mar-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-03,USD,FALSE,,
2025-91col,SUPPORTED,2025,35,AJ,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Apr-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-04,USD,FALSE,,
2025-91col,SUPPORTED,2025,36,AK,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,May-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-05,USD,FALSE,,
2025-91col,SUPPORTED,2025,37,AL,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Jun-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-06,USD,FALSE,,
2025-91col,SUPPORTED,2025,38,AM,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Jul-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-07,USD,FALSE,,
2025-91col,SUPPORTED,2025,39,AN,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Aug-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-08,USD,FALSE,,
2025-91col,SUPPORTED,2025,40,AO,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Sep-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-09,USD,FALSE,,
2025-91col,SUPPORTED,2025,41,AP,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Oct-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-10,USD,FALSE,,
2025-91col,SUPPORTED,2025,42,AQ,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Nov-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-11,USD,FALSE,,
2025-91col,SUPPORTED,2025,43,AR,QIMA 2025 Monthly Total Salary cost (USD)--not included any bonus or commission,Dec-2025 (USD),SALARY,MONTHLY_SALARY,PAYMENT,,MONTH,2025-12,USD,FALSE,,
2025-91col,SUPPORTED,2025,44,AS,Year-end bonus (paid in each Feb),Eligible for Year-end bonus ,BONUS,YEAR_END,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,45,AT,Year-end bonus (paid in each Feb),Max Year-end bonus amount in 2025 (USD),BONUS,YEAR_END,RATE,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,46,AU,Year-end bonus (paid in each Feb),Actual amount Paid in Feb 2025(USD),BONUS,YEAR_END,PAYMENT,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,47,AV,Half-year bonus (paid in each Sep ),Eligible for Half-year bonus ,BONUS,HALF_YEAR,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,48,AW,Half-year bonus (paid in each Sep ),Max Half-year bonus amount in 2025,BONUS,HALF_YEAR,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,49,AX,Half-year bonus (paid in each Sep ),Actual amount Paid in Sep 2025/ SBE paid in July (USD),BONUS,HALF_YEAR,PAYMENT,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,50,AY,13th Month salary-Cebu/SBE MX bonus (paid in each Dec),Eligible for 13th Month salary/ SBE MX Retation bonus,BONUS,THIRTEENTH_MONTH,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,51,AZ,13th Month salary-Cebu/SBE MX bonus (paid in each Dec),Max 13th Month salary/ SBE MX Retation bonus in 2025 (LC),BONUS,THIRTEENTH_MONTH,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,52,BA,13th Month salary-Cebu/SBE MX bonus (paid in each Dec),Currency (13th Month salary),BONUS,THIRTEENTH_MONTH,CURRENCY,,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,53,BB,13th Month salary-Cebu/SBE MX bonus (paid in each Dec),Max  amount in 2025 (USD),BONUS,THIRTEENTH_MONTH,RATE,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,54,BC,13th Month salary-Cebu/SBE MX bonus (paid in each Dec),Actual Paid amount in Dec 2025 (USD),BONUS,THIRTEENTH_MONTH,PAYMENT,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,55,BD,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Eligible for Aguinaldo bonus,BONUS,AGUINALDO,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,56,BE,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Max Aguinaldo in 2025 (LC),BONUS,AGUINALDO,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,57,BF,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Currency (Aguinaldo),BONUS,AGUINALDO,CURRENCY,,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,58,BG,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Max  amount in 2025 (USD),BONUS,AGUINALDO,RATE,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,59,BH,Aguinaldo amount paid in Dec- Mandatory in SBE MX,Actual Paid amount in Dec 2025(USD),BONUS,AGUINALDO,PAYMENT,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,60,BI,Christmas Bonus (Paid in each Dec),Eligible for Christmas Bonus,BONUS,CHRISTMAS,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,61,BJ,Christmas Bonus (Paid in each Dec),Max Christmas Bonus in 2025 (LC),BONUS,CHRISTMAS,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,62,BK,Christmas Bonus (Paid in each Dec),Currency (Christmas Bonus),BONUS,CHRISTMAS,CURRENCY,,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,63,BL,Christmas Bonus (Paid in each Dec),Max Christmas Bonus in 2025 (USD),BONUS,CHRISTMAS,RATE,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,64,BM,Christmas Bonus (Paid in each Dec),Actual Paid amount (Local currency),BONUS,CHRISTMAS,PAYMENT,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,65,BN,"Holiday Bonus ( France in July, NYCE in March)",Eligible for Holiday Bonus,BONUS,HOLIDAY,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,66,BO,"Holiday Bonus ( France in July, NYCE in March)",Max Holiday Bonus amount in 2025 (LC),BONUS,HOLIDAY,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,67,BP,"Holiday Bonus ( France in July, NYCE in March)",Currency (Holiday Bonus),BONUS,HOLIDAY,CURRENCY,,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,68,BQ,"Holiday Bonus ( France in July, NYCE in March)",Max Holiday Bonus amount in 2025 (USD),BONUS,HOLIDAY,RATE,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,69,BR,"Holiday Bonus ( France in July, NYCE in March)",Actual Paid amount  (Local currency),BONUS,HOLIDAY,PAYMENT,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,70,BS,"Holiday Bonus ( France in July, NYCE in March)",Actual Paid amount  (USD),BONUS,HOLIDAY,PAYMENT,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,71,BT,Profit sharing-NYCE (Paid in each April),Eligible for Holiday Bonus,BONUS,PROFIT_SHARING,ELIGIBILITY,,,,NA,FALSE,,RESOLVED (band wins: stale header text copy-pasted from the Holiday block)
2025-91col,SUPPORTED,2025,72,BU,Profit sharing-NYCE (Paid in each April),Max Profit Sharing amount in 2025 (LC),BONUS,PROFIT_SHARING,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,73,BV,Profit sharing-NYCE (Paid in each April),Currency (Profit Sharing),BONUS,PROFIT_SHARING,CURRENCY,,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,74,BW,Profit sharing-NYCE (Paid in each April),Max Profit Sharing amount in 2025 (USD),BONUS,PROFIT_SHARING,RATE,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,75,BX,Profit sharing-NYCE (Paid in each April),Actual Paid amount  (Local currency),BONUS,PROFIT_SHARING,PAYMENT,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,76,BY,CCLAB Bonus (paid in Jan),Eligible for CCLAB Bonus in 2025  (Yes / No),BONUS,CCLAB,ELIGIBILITY,,,,NA,FALSE,,
2025-91col,SUPPORTED,2025,77,BZ,CCLAB Bonus (paid in Jan),MaxCCLAB Bonus amount paid in 2025 (Local currency),BONUS,CCLAB,RATE,,FY,2025,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,78,CA,CCLAB Bonus (paid in Jan),Currency (CCLAB bonus),BONUS,CCLAB,CURRENCY,,,,LOCAL,FALSE,,
2025-91col,SUPPORTED,2025,79,CB,CCLAB Bonus (paid in Jan),Actual Bonus amount paid in 2025 (USD),BONUS,CCLAB,PAYMENT,,FY,2025,USD,FALSE,,
2025-91col,SUPPORTED,2025,80,CC,Auditor Bonus (Paid Quarterly),Actual Payout in Q1 (USD),BONUS,AUDITOR,PAYMENT,,QUARTER,2025-Q1,USD,FALSE,,
